,smiles,value,cano_smiles
2255,CCOC1=C(C=CC=N1)C2=NOC(=N2)C3CCCN3C(=O)C4=CC(=C(C=C4N5N=CC=N5)C)C,-0.4771212547196624,CCOc1ncccc1-c1noc(C2CCCN2C(=O)c2cc(C)c(C)cc2-n2nccn2)n1
2256,CCOC1=C(C=CC=N1)C2=NNC(=N2)C3CCCN3C(=O)C4=CC(=C(C=C4N5N=CC=N5)C)OC,-1.230448921378274,CCOc1ncccc1-c1n[nH]c(C2CCCN2C(=O)c2cc(OC)c(C)cc2-n2nccn2)n1
2257,COC1=C(C(=CC=C1)F)C2CC(C(=O)N2CC3=CC4=C(C=C3)OC5=CC=CC=C54)F,-0.8450980400142568,COc1cccc(F)c1C1CC(F)C(=O)N1Cc1ccc2oc3ccccc3c2c1
2258,CCOC1=C(C=CC=N1)C2=NOC(=N2)C3CCCN3C(=O)C4=CC(=C(C=C4N5N=CC=N5)OC)OC,-2.1702617153949566,CCOc1ncccc1-c1noc(C2CCCN2C(=O)c2cc(OC)c(OC)cc2-n2nccn2)n1
2259,CC1=C(C=C(C(=C1)N2N=CC=N2)C(=O)N3CCCC3C4=NC(=NN4)C5=CC=CC=C5OC)Cl,-1.6532125137753435,COc1ccccc1-c1n[nH]c(C2CCCN2C(=O)c2cc(Cl)c(C)cc2-n2nccn2)n1
2260,CC1=C(C(=CC=C1)N2N=CC=N2)C(=O)N3CCC3C4=NC(=NO4)C5=C(C(=CC=C5)Cl)C,-1.8388490907372552,Cc1cccc(-n2nccn2)c1C(=O)N1CCC1c1nc(-c2cccc(Cl)c2C)no1
2261,CC1=CC=CC=C1C2=C(N=C(S2)C)C(=O)N3CCC3C4=NC(=NO4)C5=CC=CC=C5OC(F)(F)F,-2.6190933306267428,Cc1nc(C(=O)N2CCC2c2nc(-c3ccccc3OC(F)(F)F)no2)c(-c2ccccc2C)s1
2262,CC1(CCCN1C(=O)C2=C(SC=N2)C3=CC(=CC=C3)Cl)C4=NC(=NO4)C5=CC=CC=C5,-3.4487063199050803,CC1(c2nc(-c3ccccc3)no2)CCCN1C(=O)c1ncsc1-c1cccc(Cl)c1
2263,CC1=C(OC2=CC=CC=C12)C(=O)OC(C)C(=O)N(C)CC3=CC=CC=C3,-3.8785217955012063,Cc1c(C(=O)OC(C)C(=O)N(C)Cc2ccccc2)oc2ccccc12
2264,CCN(CC)C(=O)CN(C1=CC=C(C=C1)C)S(=O)(=O)C2=CC=C(C=C2)OC,-2.8202014594856397,CCN(CC)C(=O)CN(c1ccc(C)cc1)S(=O)(=O)c1ccc(OC)cc1
